x0005,y0005
1499,11712199.88,
1500,11712638.76,
1501,11712128.55,
1502,11712536.81,
1503,11711568.55,
1504,11712291.3,
1505,11712141.32,
1506,11712315.12,
1507,11711619.69,
1508,11712342.71,
1509,11712658.18,
1510,11713142.78,
1511,11713694.39,
1512,11714187.55,
1513,11713524.2,
1514,11713485.82,
1515,11713050.66,
1516,11713856.17,
1517,11712694.44,
1518,11712731.68,
1519,11710883.14,
1520,11711145.83,
1521,11711174.28,
1522,11712421.83,
1523,11712924.18,
1524,11711249.11,
1525,11711718.63,
1526,11712201.66,
1527,11711007.41,
1528,11711209.48,
1529,11712480.29,
1530,11711140.41,
1531,11711581.29,
1532,11711543.29,
1533,11712573.72,
1534,11714078.08,
1535,11712854.03,
1536,11711159.84,
1537,11711734.44,
1538,11710860.06,
1539,11710040.1,
1540,11710809.57,
1541,11711374.78,
1542,11710435.04,
1543,11710867.23,
1544,11710930.91,
1545,11710913.25,
1546,11710354.78,
1547,11711492.38,
1548,11711502.63,
1549,11712406.84,
1550,11710909.08,
1551,11711610.88,
1552,11710790.81,
1553,11712219.95,
1554,11711526.14,
1555,11710479.3,
1556,11710466.2,
1557,11709795,
1558,11712046.93,
1559,11709586.08,
1560,11711053.39,
1561,11711402.6,
1562,11710252.06,
1563,11710644.42,
1564,11710436.57,
1565,11710269.5,
1566,11710000.25,
1567,11711018.59,
1568,11711268.22,
1569,11712089.08,
1570,11710962.23,
1571,11710579.73,
1572,11710758.48,
1573,11711024.78,
1574,11710352.24,
1575,11710884.62,
1576,11710653.78,
1577,11709950.59,
