start,end,ori,sf,tf,contrast
94056,94146,135,0.32,2,0.8
158773,158864,135,0.32,2,0.8
171086,171176,135,0.32,2,0.8
182798,182889,135,0.32,2,0.8
202769,202859,135,0.32,2,0.8
1109,1199,135,0.32,4,0.8
42252,42342,135,0.32,4,0.8
65376,65466,135,0.32,4,0.8
72434,72524,135,0.32,4,0.8
124087,124177,135,0.32,4,0.8
153968,154059,135,0.32,4,0.8
211628,211719,135,0.32,4,0.8
230999,231089,135,0.32,4,0.8
20029,20119,135,0.32,8,0.8
20630,20720,135,0.32,8,0.8
20780,20870,135,0.32,8,0.8
42402,42492,135,0.32,8,0.8
98561,98651,135,0.32,8,0.8
106669,106759,135,0.32,8,0.8
131295,131385,135,0.32,8,0.8
215532,215623,135,0.32,8,0.8
4112,4203,135,0.32,15,0.8
7416,7506,135,0.32,15,0.8
11770,11861,135,0.32,15,0.8
69430,69521,135,0.32,15,0.8
112675,112766,135,0.32,15,0.8
130995,131085,135,0.32,15,0.8
156221,156311,135,0.32,15,0.8
239858,239948,135,0.32,15,0.8
1260,1350,180,0.02,1,0.8
14023,14113,180,0.02,1,0.8
36696,36786,180,0.02,1,0.8
46907,46997,180,0.02,1,0.8
157122,157212,180,0.02,1,0.8
212379,212469,180,0.02,1,0.8
217034,217124,180,0.02,1,0.8
228296,228386,180,0.02,1,0.8
9668,9758,180,0.02,2,0.8
65076,65166,180,0.02,2,0.8
71983,72073,180,0.02,2,0.8
104417,104507,180,0.02,2,0.8
160876,160966,180,0.02,2,0.8
169134,169224,180,0.02,2,0.8
176642,176732,180,0.02,2,0.8
229347,229437,180,0.02,2,0.8
48709,48799,180,0.02,4,0.8
72283,72374,180,0.02,4,0.8
92555,92645,180,0.02,4,0.8
110874,110964,180,0.02,4,0.8
129643,129733,180,0.02,4,0.8
136550,136640,180,0.02,4,0.8
141956,142046,180,0.02,4,0.8
167783,167873,180,0.02,4,0.8
12822,12912,180,0.02,8,0.8
17176,17266,180,0.02,8,0.8
38348,38438,180,0.02,8,0.8
48559,48649,180,0.02,8,0.8
65526,65616,180,0.02,8,0.8
138052,138142,180,0.02,8,0.8
157272,157362,180,0.02,8,0.8
225743,225833,180,0.02,8,0.8
18978,19068,180,0.02,15,0.8
50661,50751,180,0.02,15,0.8
61022,61112,180,0.02,15,0.8
91654,91744,180,0.02,15,0.8
111925,112015,180,0.02,15,0.8
169735,169825,180,0.02,15,0.8
173038,173128,180,0.02,15,0.8
208025,208115,180,0.02,15,0.8
12671,12761,180,0.04,1,0.8
16876,16966,180,0.04,1,0.8
17627,17717,180,0.04,1,0.8
37898,37988,180,0.04,1,0.8
85647,85737,180,0.04,1,0.8
93606,93696,180,0.04,1,0.8
161176,161266,180,0.04,1,0.8
222440,222530,180,0.04,1,0.8
49009,49099,180,0.04,2,0.8
60271,60361,180,0.04,2,0.8
83845,83936,180,0.04,2,0.8
88350,88440,180,0.04,2,0.8
117631,117721,180,0.04,2,0.8
121084,121174,180,0.04,2,0.8
206974,207064,180,0.04,2,0.8
218686,218776,180,0.04,2,0.8
6215,6305,180,0.04,4,0.8
40901,40991,180,0.04,4,0.8
66277,66367,180,0.04,4,0.8
116429,116519,180,0.04,4,0.8
123036,123126,180,0.04,4,0.8
124838,124928,180,0.04,4,0.8
169585,169675,180,0.04,4,0.8
179795,179885,180,0.04,4,0.8
62073,62163,180,0.04,8,0.8
85797,85888,180,0.04,8,0.8
155620,155710,180,0.04,8,0.8
161927,162017,180,0.04,8,0.8
177393,177483,180,0.04,8,0.8
182048,182138,180,0.04,8,0.8
214932,215022,180,0.04,8,0.8
219587,219677,180,0.04,8,0.8
17326,17416,180,0.04,15,0.8
22131,22221,180,0.04,15,0.8
121985,122075,180,0.04,15,0.8
168984,169074,180,0.04,15,0.8
186552,186642,180,0.04,15,0.8
211328,211418,180,0.04,15,0.8
225142,225233,180,0.04,15,0.8
238506,238596,180,0.04,15,0.8
19879,19969,180,0.08,1,0.8
23783,23873,180,0.08,1,0.8
84746,84836,180,0.08,1,0.8
103065,103156,180,0.08,1,0.8
116730,116820,180,0.08,1,0.8
178744,178834,180,0.08,1,0.8
189255,189345,180,0.08,1,0.8
200817,200907,180,0.08,1,0.8
959,1049,180,0.08,2,0.8
15975,16065,180,0.08,2,0.8
63875,63965,180,0.08,2,0.8
112225,112315,180,0.08,2,0.8
154119,154209,180,0.08,2,0.8
199916,200006,180,0.08,2,0.8
214331,214421,180,0.08,2,0.8
239107,239197,180,0.08,2,0.8
11020,11110,180,0.08,4,0.8
41201,41291,180,0.08,4,0.8
54115,54205,180,0.08,4,0.8
120784,120874,180,0.08,4,0.8
134448,134538,180,0.08,4,0.8
151115,151206,180,0.08,4,0.8
153818,153908,180,0.08,4,0.8
195712,195802,180,0.08,4,0.8
62974,63064,180,0.08,8,0.8
109222,109312,180,0.08,8,0.8
114627,114718,180,0.08,8,0.8
140605,140695,180,0.08,8,0.8
188354,188444,180,0.08,8,0.8
192859,192949,180,0.08,8,0.8
193760,193850,180,0.08,8,0.8
205322,205412,180,0.08,8,0.8
8167,8257,180,0.08,15,0.8
14173,14263,180,0.08,15,0.8
90602,90693,180,0.08,15,0.8
134298,134388,180,0.08,15,0.8
155170,155260,180,0.08,15,0.8
180997,181087,180,0.08,15,0.8
203070,203160,180,0.08,15,0.8
228746,228836,180,0.08,15,0.8
2611,2701,180,0.16,1,0.8
29189,29279,180,0.16,1,0.8
58319,58409,180,0.16,1,0.8
133998,134088,180,0.16,1,0.8
155920,156011,180,0.16,1,0.8
186853,186943,180,0.16,1,0.8
192258,192348,180,0.16,1,0.8
235503,235593,180,0.16,1,0.8
70482,70572,180,0.16,2,0.8
71382,71473,180,0.16,2,0.8
78890,78980,180,0.16,2,0.8
94356,94446,180,0.16,2,0.8
119733,119823,180,0.16,2,0.8
124988,125078,180,0.16,2,0.8
154269,154359,180,0.16,2,0.8
193610,193700,180,0.16,2,0.8
6665,6755,180,0.16,4,0.8
73034,73124,180,0.16,4,0.8
103966,104056,180,0.16,4,0.8
117330,117420,180,0.16,4,0.8
127991,128081,180,0.16,4,0.8
197213,197304,180,0.16,4,0.8
201568,201658,180,0.16,4,0.8
216133,216223,180,0.16,4,0.8
56367,56457,180,0.16,8,0.8
119883,119973,180,0.16,8,0.8
126490,126580,180,0.16,8,0.8
141355,141445,180,0.16,8,0.8
187453,187543,180,0.16,8,0.8
199316,199406,180,0.16,8,0.8
208775,208866,180,0.16,8,0.8
211478,211568,180,0.16,8,0.8
37747,37838,180,0.16,15,0.8
42853,42943,180,0.16,15,0.8
57868,57959,180,0.16,15,0.8
98711,98801,180,0.16,15,0.8
123937,124027,180,0.16,15,0.8
149614,149704,180,0.16,15,0.8
164029,164119,180,0.16,15,0.8
220788,220878,180,0.16,15,0.8
6815,6905,180,0.32,1,0.8
18828,18918,180,0.32,1,0.8
27687,27777,180,0.32,1,0.8
28137,28228,180,0.32,1,0.8
38949,39039,180,0.32,1,0.8
138652,138743,180,0.32,1,0.8
163729,163819,180,0.32,1,0.8
224692,224782,180,0.32,1,0.8
19428,19519,180,0.32,2,0.8
62223,62313,180,0.32,2,0.8
114778,114868,180,0.32,2,0.8
125289,125379,180,0.32,2,0.8
127241,127331,180,0.32,2,0.8
160725,160816,180,0.32,2,0.8
161626,161716,180,0.32,2,0.8
216433,216524,180,0.32,2,0.8
34594,34684,180,0.32,4,0.8
39099,39189,180,0.32,4,0.8
51712,51802,180,0.32,4,0.8
66127,66217,180,0.32,4,0.8
140454,140544,180,0.32,4,0.8
193460,193550,180,0.32,4,0.8
198715,198805,180,0.32,4,0.8
212980,213070,180,0.32,4,0.8
14924,15014,180,0.32,8,0.8
59520,59610,180,0.32,8,0.8
93906,93996,180,0.32,8,0.8
107270,107360,180,0.32,8,0.8
116279,116369,180,0.32,8,0.8
121234,121324,180,0.32,8,0.8
142106,142196,180,0.32,8,0.8
144058,144148,180,0.32,8,0.8
46757,46847,180,0.32,15,0.8
48108,48198,180,0.32,15,0.8
53214,53304,180,0.32,15,0.8
83245,83335,180,0.32,15,0.8
98411,98501,180,0.32,15,0.8
108621,108711,180,0.32,15,0.8
155770,155860,180,0.32,15,0.8
166431,166521,180,0.32,15,0.8
28888,28978,225,0.02,1,0.8
50961,51051,225,0.02,1,0.8
76187,76278,225,0.02,1,0.8
80692,80782,225,0.02,1,0.8
157422,157512,225,0.02,1,0.8
158473,158563,225,0.02,1,0.8
168233,168323,225,0.02,1,0.8
230398,230488,225,0.02,1,0.8
11921,12011,225,0.02,2,0.8
14623,14714,225,0.02,2,0.8
51111,51201,225,0.02,2,0.8
76037,76127,225,0.02,2,0.8
77539,77629,225,0.02,2,0.8
98260,98351,225,0.02,2,0.8
122285,122376,225,0.02,2,0.8
128592,128682,225,0.02,2,0.8
7266,7356,225,0.02,4,0.8
29789,29879,225,0.02,4,0.8
40000,40090,225,0.02,4,0.8
79641,79731,225,0.02,4,0.8
131895,131986,225,0.02,4,0.8
132346,132436,225,0.02,4,0.8
196012,196102,225,0.02,4,0.8
217334,217424,225,0.02,4,0.8
20480,20570,225,0.02,8,0.8
97660,97750,225,0.02,8,0.8
146010,146100,225,0.02,8,0.8
167633,167723,225,0.02,8,0.8
200066,200156,225,0.02,8,0.8
209526,209616,225,0.02,8,0.8
212229,212319,225,0.02,8,0.8
219136,219226,225,0.02,8,0.8
17026,17116,225,0.02,15,0.8
18077,18167,225,0.02,15,0.8
59670,59760,225,0.02,15,0.8
117030,117120,225,0.02,15,0.8
137001,137091,225,0.02,15,0.8
162077,162167,225,0.02,15,0.8
202319,202409,225,0.02,15,0.8
234002,234092,225,0.02,15,0.8
14473,14563,225,0.04,1,0.8
16726,16816,225,0.04,1,0.8
24684,24774,225,0.04,1,0.8
64475,64565,225,0.04,1,0.8
176492,176582,225,0.04,1,0.8
198114,198204,225,0.04,1,0.8
218385,218476,225,0.04,1,0.8
238206,238296,225,0.04,1,0.8
31741,31831,225,0.04,2,0.8
81443,81533,225,0.04,2,0.8
105768,105858,225,0.04,2,0.8
125138,125229,225,0.04,2,0.8
152767,152857,225,0.04,2,0.8
172888,172978,225,0.04,2,0.8
225443,225533,225,0.04,2,0.8
238056,238146,225,0.04,2,0.8
9218,9308,225,0.04,4,0.8
32642,32732,225,0.04,4,0.8
51412,51502,225,0.04,4,0.8
51862,51952,225,0.04,4,0.8
84296,84386,225,0.04,4,0.8
86548,86638,225,0.04,4,0.8
99312,99402,225,0.04,4,0.8
159224,159314,225,0.04,4,0.8
74235,74326,225,0.04,8,0.8
130694,130784,225,0.04,8,0.8
150365,150455,225,0.04,8,0.8
176342,176432,225,0.04,8,0.8
184450,184540,225,0.04,8,0.8
190757,190847,225,0.04,8,0.8
220938,221028,225,0.04,8,0.8
233701,233791,225,0.04,8,0.8
20179,20269,225,0.04,15,0.8
45556,45646,225,0.04,15,0.8
93155,93245,225,0.04,15,0.8
171837,171927,225,0.04,15,0.8
190006,190096,225,0.04,15,0.8
215082,215172,225,0.04,15,0.8
219437,219527,225,0.04,15,0.8
220488,220578,225,0.04,15,0.8
12521,12611,225,0.08,1,0.8
18227,18317,225,0.08,1,0.8
24834,24924,225,0.08,1,0.8
26486,26576,225,0.08,1,0.8
88951,89041,225,0.08,1,0.8
189555,189646,225,0.08,1,0.8
231749,231839,225,0.08,1,0.8
235353,235443,225,0.08,1,0.8
52162,52253,225,0.08,2,0.8
127541,127631,225,0.08,2,0.8
143457,143548,225,0.08,2,0.8
154719,154809,225,0.08,2,0.8
159374,159464,225,0.08,2,0.8
191057,191147,225,0.08,2,0.8
195261,195351,225,0.08,2,0.8
200367,200457,225,0.08,2,0.8
5764,5854,225,0.08,4,0.8
58619,58709,225,0.08,4,0.8
97810,97900,225,0.08,4,0.8
109372,109462,225,0.08,4,0.8
118832,118922,225,0.08,4,0.8
183850,183940,225,0.08,4,0.8
212680,212770,225,0.08,4,0.8
227845,227935,225,0.08,4,0.8
26936,27026,225,0.08,8,0.8
31441,31531,225,0.08,8,0.8
53664,53754,225,0.08,8,0.8
116580,116670,225,0.08,8,0.8
134899,134989,225,0.08,8,0.8
194360,194451,225,0.08,8,0.8
221539,221629,225,0.08,8,0.8
221689,221779,225,0.08,8,0.8
2911,3001,225,0.08,15,0.8
13422,13512,225,0.08,15,0.8
29639,29729,225,0.08,15,0.8
67028,67118,225,0.08,15,0.8
69581,69671,225,0.08,15,0.8
186252,186342,225,0.08,15,0.8
195862,195952,225,0.08,15,0.8
228446,228536,225,0.08,15,0.8
36546,36636,225,0.16,1,0.8
42703,42793,225,0.16,1,0.8
47958,48048,225,0.16,1,0.8
53364,53454,225,0.16,1,0.8
84146,84236,225,0.16,1,0.8
111624,111714,225,0.16,1,0.8
141656,141746,225,0.16,1,0.8
187603,187694,225,0.16,1,0.8
129193,129283,225,0.16,2,0.8
136100,136190,225,0.16,2,0.8
152617,152707,225,0.16,2,0.8
181897,181988,225,0.16,2,0.8
187754,187844,225,0.16,2,0.8
194811,194901,225,0.16,2,0.8
205922,206013,225,0.16,2,0.8
232650,232740,225,0.16,2,0.8
809,899,225,0.16,4,0.8
34895,34985,225,0.16,4,0.8
71533,71623,225,0.16,4,0.8
110573,110663,225,0.16,4,0.8
139253,139343,225,0.16,4,0.8
170185,170275,225,0.16,4,0.8
174540,174630,225,0.16,4,0.8
184150,184240,225,0.16,4,0.8
16575,16666,225,0.16,8,0.8
65827,65917,225,0.16,8,0.8
71833,71923,225,0.16,8,0.8
93756,93846,225,0.16,8,0.8
99612,99702,225,0.16,8,0.8
105918,106009,225,0.16,8,0.8
137752,137842,225,0.16,8,0.8
178594,178684,225,0.16,8,0.8
4263,4353,225,0.16,15,0.8
10719,10809,225,0.16,15,0.8
40600,40691,225,0.16,15,0.8
60571,60661,225,0.16,15,0.8
87149,87239,225,0.16,15,0.8
88650,88741,225,0.16,15,0.8
133697,133787,225,0.16,15,0.8
158173,158263,225,0.16,15,0.8
1410,1500,225,0.32,1,0.8
23332,23423,225,0.32,1,0.8
37597,37687,225,0.32,1,0.8
55766,55856,225,0.32,1,0.8
86849,86939,225,0.32,1,0.8
99462,99552,225,0.32,1,0.8
127841,127931,225,0.32,1,0.8
146461,146551,225,0.32,1,0.8
49760,49850,225,0.32,2,0.8
65677,65767,225,0.32,2,0.8
83996,84086,225,0.32,2,0.8
177543,177633,225,0.32,2,0.8
178144,178234,225,0.32,2,0.8
193910,194000,225,0.32,2,0.8
198565,198655,225,0.32,2,0.8
237906,237996,225,0.32,2,0.8
102014,102104,225,0.32,4,0.8
103216,103306,225,0.32,4,0.8
109973,110063,225,0.32,4,0.8
140154,140244,225,0.32,4,0.8
153067,153158,225,0.32,4,0.8
161026,161116,225,0.32,4,0.8
176192,176282,225,0.32,4,0.8
186402,186492,225,0.32,4,0.8
21380,21471,225,0.32,8,0.8
71232,71322,225,0.32,8,0.8
123337,123427,225,0.32,8,0.8
128892,128982,225,0.32,8,0.8
160425,160515,225,0.32,8,0.8
196463,196553,225,0.32,8,0.8
205772,205862,225,0.32,8,0.8
231900,231990,225,0.32,8,0.8
27387,27477,225,0.32,15,0.8
53964,54054,225,0.32,15,0.8
55916,56006,225,0.32,15,0.8
79191,79281,225,0.32,15,0.8
82344,82434,225,0.32,15,0.8
135649,135739,225,0.32,15,0.8
173339,173429,225,0.32,15,0.8
173489,173579,225,0.32,15,0.8
28588,28678,270,0.02,1,0.8
34144,34234,270,0.02,1,0.8
60721,60811,270,0.02,1,0.8
89702,89792,270,0.02,1,0.8
105468,105558,270,0.02,1,0.8
128142,128232,270,0.02,1,0.8
166732,166822,270,0.02,1,0.8
207274,207364,270,0.02,1,0.8
25285,25375,270,0.02,2,0.8
59370,59460,270,0.02,2,0.8
83545,83635,270,0.02,2,0.8
165831,165921,270,0.02,2,0.8
188204,188294,270,0.02,2,0.8
197514,197604,270,0.02,2,0.8
208625,208715,270,0.02,2,0.8
234302,234392,270,0.02,2,0.8
60872,60962,270,0.02,4,0.8
61622,61712,270,0.02,4,0.8
99161,99251,270,0.02,4,0.8
110423,110513,270,0.02,4,0.8
141505,141596,270,0.02,4,0.8
144509,144599,270,0.02,4,0.8
158323,158413,270,0.02,4,0.8
224992,225082,270,0.02,4,0.8
1710,1800,270,0.02,8,0.8
32492,32582,270,0.02,8,0.8
37147,37237,270,0.02,8,0.8
41952,42042,270,0.02,8,0.8
62373,62463,270,0.02,8,0.8
78590,78680,270,0.02,8,0.8
162527,162617,270,0.02,8,0.8
164329,164419,270,0.02,8,0.8
21831,21921,270,0.02,15,0.8
28288,28378,270,0.02,15,0.8
101564,101654,270,0.02,15,0.8
149013,149103,270,0.02,15,0.8
153218,153308,270,0.02,15,0.8
166281,166371,270,0.02,15,0.8
169435,169525,270,0.02,15,0.8
205172,205262,270,0.02,15,0.8
11170,11260,270,0.04,1,0.8
19579,19669,270,0.04,1,0.8
33093,33183,270,0.04,1,0.8
54565,54655,270,0.04,1,0.8
118982,119072,270,0.04,1,0.8
152016,152106,270,0.04,1,0.8
162227,162317,270,0.04,1,0.8
194961,195051,270,0.04,1,0.8
39549,39639,270,0.04,2,0.8
151566,151656,270,0.04,2,0.8
164179,164269,270,0.04,2,0.8
170486,170576,270,0.04,2,0.8
184750,184841,270,0.04,2,0.8
189706,189796,270,0.04,2,0.8
200967,201057,270,0.04,2,0.8
222740,222830,270,0.04,2,0.8
12071,12161,270,0.04,4,0.8
36246,36336,270,0.04,4,0.8
43003,43093,270,0.04,4,0.8
133547,133637,270,0.04,4,0.8
204871,204961,270,0.04,4,0.8
208926,209016,270,0.04,4,0.8
222590,222680,270,0.04,4,0.8
226944,227034,270,0.04,4,0.8
29038,29129,270,0.04,8,0.8
38198,38288,270,0.04,8,0.8
106970,107060,270,0.04,8,0.8
108321,108411,270,0.04,8,0.8
175891,175981,270,0.04,8,0.8
180846,180936,270,0.04,8,0.8
200517,200607,270,0.04,8,0.8
234903,234993,270,0.04,8,0.8
22432,22522,270,0.04,15,0.8
55316,55406,270,0.04,15,0.8
59220,59310,270,0.04,15,0.8
61472,61562,270,0.04,15,0.8
115979,116069,270,0.04,15,0.8
124688,124778,270,0.04,15,0.8
193309,193399,270,0.04,15,0.8
197964,198054,270,0.04,15,0.8
5614,5704,270,0.08,1,0.8
34444,34534,270,0.08,1,0.8
158023,158113,270,0.08,1,0.8
165230,165320,270,0.08,1,0.8
199165,199256,270,0.08,1,0.8
201268,201358,270,0.08,1,0.8
201718,201808,270,0.08,1,0.8
212830,212920,270,0.08,1,0.8
1860,1950,270,0.08,2,0.8
2160,2251,270,0.08,2,0.8
22732,22822,270,0.08,2,0.8
92104,92194,270,0.08,2,0.8
115528,115619,270,0.08,2,0.8
139553,139644,270,0.08,2,0.8
171236,171326,270,0.08,2,0.8
176041,176131,270,0.08,2,0.8
17927,18017,270,0.08,4,0.8
36997,37087,270,0.08,4,0.8
57568,57658,270,0.08,4,0.8
90452,90542,270,0.08,4,0.8
135950,136040,270,0.08,4,0.8
174240,174330,270,0.08,4,0.8
177092,177183,270,0.08,4,0.8
218085,218175,270,0.08,4,0.8
12972,13062,270,0.08,8,0.8
25585,25675,270,0.08,8,0.8
27537,27627,270,0.08,8,0.8
182198,182288,270,0.08,8,0.8
187904,187994,270,0.08,8,0.8
201418,201508,270,0.08,8,0.8
206673,206763,270,0.08,8,0.8
238807,238897,270,0.08,8,0.8
2461,2551,270,0.08,15,0.8
28738,28828,270,0.08,15,0.8
36096,36186,270,0.08,15,0.8
45105,45195,270,0.08,15,0.8
62824,62914,270,0.08,15,0.8
86698,86789,270,0.08,15,0.8
91203,91293,270,0.08,15,0.8
178294,178384,270,0.08,15,0.8
40751,40841,270,0.16,1,0.8
64926,65016,270,0.16,1,0.8
66427,66517,270,0.16,1,0.8
76938,77028,270,0.16,1,0.8
137151,137241,270,0.16,1,0.8
173939,174029,270,0.16,1,0.8
175441,175531,270,0.16,1,0.8
216283,216373,270,0.16,1,0.8
4563,4653,270,0.16,2,0.8
29939,30029,270,0.16,2,0.8
45405,45496,270,0.16,2,0.8
47508,47598,270,0.16,2,0.8
51262,51352,270,0.16,2,0.8
154869,154959,270,0.16,2,0.8
181147,181237,270,0.16,2,0.8
194210,194300,270,0.16,2,0.8
9969,10059,270,0.16,4,0.8
35795,35886,270,0.16,4,0.8
63274,63364,270,0.16,4,0.8
81743,81833,270,0.16,4,0.8
146160,146250,270,0.16,4,0.8
160125,160215,270,0.16,4,0.8
192709,192799,270,0.16,4,0.8
200217,200307,270,0.16,4,0.8
26336,26426,270,0.16,8,0.8
56067,56157,270,0.16,8,0.8
56817,56907,270,0.16,8,0.8
93455,93546,270,0.16,8,0.8
94807,94897,270,0.16,8,0.8
104567,104657,270,0.16,8,0.8
148713,148803,270,0.16,8,0.8
193159,193249,270,0.16,8,0.8
39850,39940,270,0.16,15,0.8
40450,40540,270,0.16,15,0.8
51562,51652,270,0.16,15,0.8
82945,83035,270,0.16,15,0.8
92254,92344,270,0.16,15,0.8
213130,213220,270,0.16,15,0.8
239708,239798,270,0.16,15,0.8
240308,240398,270,0.16,15,0.8
5314,5404,270,0.32,1,0.8
8767,8857,270,0.32,1,0.8
10870,10960,270,0.32,1,0.8
50511,50601,270,0.32,1,0.8
67478,67569,270,0.32,1,0.8
153518,153608,270,0.32,1,0.8
187303,187393,270,0.32,1,0.8
203370,203460,270,0.32,1,0.8
9518,9608,270,0.32,2,0.8
37297,37387,270,0.32,2,0.8
41351,41441,270,0.32,2,0.8
82194,82284,270,0.32,2,0.8
114327,114417,270,0.32,2,0.8
165080,165170,270,0.32,2,0.8
196913,197003,270,0.32,2,0.8
235203,235293,270,0.32,2,0.8
4713,4803,270,0.32,4,0.8
24233,24324,270,0.32,4,0.8
56517,56607,270,0.32,4,0.8
128742,128832,270,0.32,4,0.8
139103,139193,270,0.32,4,0.8
170936,171026,270,0.32,4,0.8
219286,219376,270,0.32,4,0.8
230848,230939,270,0.32,4,0.8
50210,50301,270,0.32,8,0.8
84446,84536,270,0.32,8,0.8
120934,121024,270,0.32,8,0.8
132796,132886,270,0.32,8,0.8
134748,134839,270,0.32,8,0.8
164930,165020,270,0.32,8,0.8
214181,214271,270,0.32,8,0.8
224542,224632,270,0.32,8,0.8
19729,19819,270,0.32,15,0.8
28438,28528,270,0.32,15,0.8
30090,30180,270,0.32,15,0.8
74085,74175,270,0.32,15,0.8
90753,90843,270,0.32,15,0.8
165981,166071,270,0.32,15,0.8
184300,184390,270,0.32,15,0.8
237155,237245,270,0.32,15,0.8
2311,2401,315,0.02,1,0.8
2761,2851,315,0.02,1,0.8
33693,33783,315,0.02,1,0.8
75136,75226,315,0.02,1,0.8
120333,120424,315,0.02,1,0.8
206373,206463,315,0.02,1,0.8
222290,222380,315,0.02,1,0.8
228596,228686,315,0.02,1,0.8
52012,52102,315,0.02,2,0.8
94657,94747,315,0.02,2,0.8
99912,100002,315,0.02,2,0.8
135199,135289,315,0.02,2,0.8
142707,142797,315,0.02,2,0.8
144208,144298,315,0.02,2,0.8
170335,170426,315,0.02,2,0.8
214632,214722,315,0.02,2,0.8
58769,58859,315,0.02,4,0.8
77088,77179,315,0.02,4,0.8
78290,78380,315,0.02,4,0.8
82044,82134,315,0.02,4,0.8
85347,85437,315,0.02,4,0.8
146911,147001,315,0.02,4,0.8
167032,167122,315,0.02,4,0.8
235653,235744,315,0.02,4,0.8
80242,80332,315,0.02,8,0.8
112075,112165,315,0.02,8,0.8
134148,134238,315,0.02,8,0.8
135800,135890,315,0.02,8,0.8
136400,136490,315,0.02,8,0.8
159674,159764,315,0.02,8,0.8
177693,177783,315,0.02,8,0.8
182648,182738,315,0.02,8,0.8
7716,7806,315,0.02,15,0.8
63124,63214,315,0.02,15,0.8
101264,101354,315,0.02,15,0.8
125889,125979,315,0.02,15,0.8
162677,162768,315,0.02,15,0.8
173639,173729,315,0.02,15,0.8
202169,202259,315,0.02,15,0.8
220337,220428,315,0.02,15,0.8
21080,21170,315,0.04,1,0.8
57418,57508,315,0.04,1,0.8
74986,75076,315,0.04,1,0.8
91053,91143,315,0.04,1,0.8
117781,117871,315,0.04,1,0.8
122886,122976,315,0.04,1,0.8
129793,129883,315,0.04,1,0.8
142557,142647,315,0.04,1,0.8
10269,10359,315,0.04,2,0.8
24384,24474,315,0.04,2,0.8
82644,82734,315,0.04,2,0.8
96158,96248,315,0.04,2,0.8
121385,121475,315,0.04,2,0.8
209676,209766,315,0.04,2,0.8
223641,223731,315,0.04,2,0.8
226043,226134,315,0.04,2,0.8
25435,25525,315,0.04,4,0.8
75737,75827,315,0.04,4,0.8
102765,102855,315,0.04,4,0.8
115078,115168,315,0.04,4,0.8
135499,135589,315,0.04,4,0.8
189105,189195,315,0.04,4,0.8
202018,202109,315,0.04,4,0.8
223341,223431,315,0.04,4,0.8
22582,22672,315,0.04,8,0.8
74386,74476,315,0.04,8,0.8
76488,76578,315,0.04,8,0.8
104267,104357,315,0.04,8,0.8
112826,112916,315,0.04,8,0.8
157722,157812,315,0.04,8,0.8
209977,210067,315,0.04,8,0.8
217635,217725,315,0.04,8,0.8
44805,44895,315,0.04,15,0.8
48258,48349,315,0.04,15,0.8
89101,89191,315,0.04,15,0.8
136851,136941,315,0.04,15,0.8
156371,156461,315,0.04,15,0.8
197814,197904,315,0.04,15,0.8
219737,219827,315,0.04,15,0.8
224242,224332,315,0.04,15,0.8
58469,58559,315,0.08,1,0.8
70331,70421,315,0.08,1,0.8
72884,72974,315,0.08,1,0.8
78740,78830,315,0.08,1,0.8
133097,133187,315,0.08,1,0.8
150815,150905,315,0.08,1,0.8
185201,185291,315,0.08,1,0.8
198265,198355,315,0.08,1,0.8
3512,3602,315,0.08,2,0.8
15524,15614,315,0.08,2,0.8
103366,103456,315,0.08,2,0.8
152317,152407,315,0.08,2,0.8
165380,165470,315,0.08,2,0.8
166131,166221,315,0.08,2,0.8
174690,174780,315,0.08,2,0.8
199466,199556,315,0.08,2,0.8
4413,4503,315,0.08,4,0.8
15675,15765,315,0.08,4,0.8
41802,41892,315,0.08,4,0.8
48859,48949,315,0.08,4,0.8
54265,54355,315,0.08,4,0.8
107870,107961,315,0.08,4,0.8
125739,125829,315,0.08,4,0.8
224392,224482,315,0.08,4,0.8
23933,24023,315,0.08,8,0.8
38799,38889,315,0.08,8,0.8
126640,126730,315,0.08,8,0.8
150665,150755,315,0.08,8,0.8
156972,157062,315,0.08,8,0.8
163879,163969,315,0.08,8,0.8
210127,210217,315,0.08,8,0.8
216584,216674,315,0.08,8,0.8
30840,30930,315,0.08,15,0.8
73335,73425,315,0.08,15,0.8
89251,89341,315,0.08,15,0.8
93305,93395,315,0.08,15,0.8
140304,140394,315,0.08,15,0.8
177243,177333,315,0.08,15,0.8
188655,188745,315,0.08,15,0.8
210277,210367,315,0.08,15,0.8
47357,47448,315,0.16,1,0.8
77239,77329,315,0.16,1,0.8
107120,107210,315,0.16,1,0.8
136700,136791,315,0.16,1,0.8
147061,147151,315,0.16,1,0.8
164780,164870,315,0.16,1,0.8
174990,175080,315,0.16,1,0.8
228146,228236,315,0.16,1,0.8
49910,50000,315,0.16,2,0.8
59971,60061,315,0.16,2,0.8
124237,124328,315,0.16,2,0.8
146611,146701,315,0.16,2,0.8
167933,168023,315,0.16,2,0.8
185952,186042,315,0.16,2,0.8
207724,207814,315,0.16,2,0.8
225593,225683,315,0.16,2,0.8
102915,103005,315,0.16,4,0.8
137601,137691,315,0.16,4,0.8
138803,138893,315,0.16,4,0.8
139854,139944,315,0.16,4,0.8
145860,145950,315,0.16,4,0.8
166882,166972,315,0.16,4,0.8
186102,186192,315,0.16,4,0.8
214031,214121,315,0.16,4,0.8
18527,18618,315,0.16,8,0.8
45255,45345,315,0.16,8,0.8
67929,68019,315,0.16,8,0.8
71683,71773,315,0.16,8,0.8
